COD_RIP,COD_REG,COD_PROV,COD_CM,COD_UTS,PRO_COM,PRO_COM_T,COMUNE,COMUNE_A,CC_UTS,DEN_PROV,DEN_CM,DEN_UTS,SIGLA,TIPO_UTS,DEN_REG,DEN_RIP
3,9,46,0,46,46011,046011,Coreglia Antelminelli,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46013,046013,Forte dei Marmi,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46014,046014,Fosciandora,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46015,046015,Gallicano,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46017,046017,Lucca,,1,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46018,046018,Massarosa,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46019,046019,Minucciano,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46020,046020,Molazzana,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46021,046021,Montecarlo,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46022,046022,Pescaglia,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46023,046023,Piazza al Serchio,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46024,046024,Pietrasanta,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46025,046025,Pieve Fosciana,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46026,046026,Porcari,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46027,046027,San Romano in Garfagnana,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46028,046028,Seravezza,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46030,046030,Stazzema,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46031,046031,Vagli Sotto,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46033,046033,Viareggio,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46034,046034,Villa Basilica,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46035,046035,Villa Collemandina,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46036,046036,Fabbriche di Vergemoli,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,46,0,46,46037,046037,Sillano Giuncugnano,,0,Lucca,-,Lucca,LU,Provincia,Toscana,Centro
3,9,47,0,47,47002,047002,Agliana,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47003,047003,Buggiano,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47005,047005,Lamporecchio,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47006,047006,Larciano,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47007,047007,Marliana,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47008,047008,Massa e Cozzile,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47009,047009,Monsummano Terme,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47010,047010,Montale,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47011,047011,Montecatini-Terme,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47012,047012,Pescia,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47013,047013,Pieve a Nievole,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47014,047014,Pistoia,,1,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47016,047016,Ponte Buggianese,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47017,047017,Quarrata,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47018,047018,Sambuca Pistoiese,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47020,047020,Serravalle Pistoiese,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47021,047021,Uzzano,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47022,047022,Chiesina Uzzanese,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47023,047023,Abetone Cutigliano,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,47,0,47,47024,047024,San Marcello Piteglio,,0,Pistoia,-,Pistoia,PT,Provincia,Toscana,Centro
3,9,48,248,248,48001,048001,Bagno a Ripoli,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48002,048002,Barberino di Mugello,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48004,048004,Borgo San Lorenzo,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48005,048005,Calenzano,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48006,048006,Campi Bisenzio,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48008,048008,Capraia e Limite,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48010,048010,Castelfiorentino,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48011,048011,Cerreto Guidi,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48012,048012,Certaldo,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48013,048013,Dicomano,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48014,048014,Empoli,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48015,048015,Fiesole,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48017,048017,Firenze,,1,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48018,048018,Firenzuola,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48019,048019,Fucecchio,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48020,048020,Gambassi Terme,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48021,048021,Greve in Chianti,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48022,048022,Impruneta,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48024,048024,Lastra a Signa,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48025,048025,Londa,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48026,048026,Marradi,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48027,048027,Montaione,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48028,048028,Montelupo Fiorentino,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48030,048030,Montespertoli,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48031,048031,Palazzuolo sul Senio,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48032,048032,Pelago,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48033,048033,Pontassieve,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48035,048035,Reggello,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48036,048036,Rignano sull'Arno,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48037,048037,Rufina,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48038,048038,San Casciano in Val di Pesa,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48039,048039,San Godenzo,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48041,048041,Scandicci,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48043,048043,Sesto Fiorentino,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48044,048044,Signa,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48046,048046,Vaglia,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48049,048049,Vicchio,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48050,048050,Vinci,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48052,048052,Figline e Incisa Valdarno,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48053,048053,Scarperia e San Piero,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,48,248,248,48054,048054,Barberino Tavarnelle,,0,-,Firenze,Firenze,FI,Citta metropolitana,Toscana,Centro
3,9,49,0,49,49001,049001,Bibbona,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49002,049002,Campiglia Marittima,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49003,049003,Campo nell'Elba,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49004,049004,Capoliveri,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49005,049005,Capraia Isola,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49006,049006,Castagneto Carducci,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49007,049007,Cecina,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49008,049008,Collesalvetti,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49009,049009,Livorno,,1,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49010,049010,Marciana,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49011,049011,Marciana Marina,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49012,049012,Piombino,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49013,049013,Porto Azzurro,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49014,049014,Portoferraio,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49017,049017,Rosignano Marittimo,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49018,049018,San Vincenzo,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49019,049019,Sassetta,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49020,049020,Suvereto,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,49,0,49,49021,049021,Rio,,0,Livorno,-,Livorno,LI,Provincia,Toscana,Centro
3,9,50,0,50,50001,050001,Bientina,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50002,050002,Buti,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50003,050003,Calci,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50004,050004,Calcinaia,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50005,050005,Capannoli,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50006,050006,Casale Marittimo,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50008,050008,Cascina,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50009,050009,Castelfranco di Sotto,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50010,050010,Castellina Marittima,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50011,050011,Castelnuovo di Val di Cecina,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50012,050012,Chianni,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50014,050014,Fauglia,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50015,050015,Guardistallo,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50016,050016,Lajatico,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50019,050019,Montecatini Val di Cecina,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50020,050020,Montescudaio,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50021,050021,Monteverdi Marittimo,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50022,050022,Montopoli in Val d'Arno,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50023,050023,Orciano Pisano,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50024,050024,Palaia,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50025,050025,Peccioli,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50026,050026,Pisa,,1,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50027,050027,Pomarance,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50028,050028,Ponsacco,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50029,050029,Pontedera,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50030,050030,Riparbella,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50031,050031,San Giuliano Terme,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50032,050032,San Miniato,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50033,050033,Santa Croce sull'Arno,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50034,050034,Santa Luce,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50035,050035,Santa Maria a Monte,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50036,050036,Terricciola,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50037,050037,Vecchiano,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50038,050038,Vicopisano,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50039,050039,Volterra,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,50,0,50,50040,050040,Casciana Terme Lari,,0,Pisa,-,Pisa,PI,Provincia,Toscana,Centro
3,9,52,0,52,52034,052034,Sovicille,,0,Siena,-,Siena,SI,Provincia,Toscana,Centro
3,9,52,0,52,52035,052035,Torrita di Siena,,0,Siena,-,Siena,SI,Provincia,Toscana,Centro
3,9,52,0,52,52036,052036,Trequanda,,0,Siena,-,Siena,SI,Provincia,Toscana,Centro
3,9,52,0,52,52037,052037,Montalcino,,0,Siena,-,Siena,SI,Provincia,Toscana,Centro
3,9,53,0,53,53001,053001,Arcidosso,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53002,053002,Campagnatico,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53003,053003,Capalbio,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53004,053004,Castel del Piano,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53005,053005,Castell'Azzara,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53006,053006,Castiglione della Pescaia,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53007,053007,Cinigiano,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53008,053008,Civitella Paganico,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53009,053009,Follonica,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53010,053010,Gavorrano,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53011,053011,Grosseto,,1,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53012,053012,Isola del Giglio,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53013,053013,Magliano in Toscana,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53014,053014,Manciano,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53015,053015,Massa Marittima,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53016,053016,Monte Argentario,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53017,053017,Montieri,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53018,053018,Orbetello,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53019,053019,Pitigliano,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53020,053020,Roccalbegna,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53021,053021,Roccastrada,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53022,053022,Santa Fiora,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53023,053023,Scansano,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53024,053024,Scarlino,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53025,053025,Seggiano,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53026,053026,Sorano,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53027,053027,Monterotondo Marittimo,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,9,53,0,53,53028,053028,Semproniano,,0,Grosseto,-,Grosseto,GR,Provincia,Toscana,Centro
3,10,54,0,54,54001,054001,Assisi,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54002,054002,Bastia Umbra,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54003,054003,Bettona,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54004,054004,Bevagna,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54005,054005,Campello sul Clitunno,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54006,054006,Cannara,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54007,054007,Cascia,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54008,054008,Castel Ritaldi,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54009,054009,Castiglione del Lago,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54010,054010,Cerreto di Spoleto,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54011,054011,Citerna,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54012,054012,Città della Pieve,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54013,054013,Città di Castello,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54014,054014,Collazzone,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54015,054015,Corciano,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54016,054016,Costacciaro,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54017,054017,Deruta,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54018,054018,Foligno,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54019,054019,Fossato di Vico,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54020,054020,Fratta Todina,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54021,054021,Giano dell'Umbria,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54022,054022,Gualdo Cattaneo,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54023,054023,Gualdo Tadino,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54024,054024,Gubbio,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54025,054025,Lisciano Niccone,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54026,054026,Magione,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54027,054027,Marsciano,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54028,054028,Massa Martana,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54029,054029,Monte Castello di Vibio,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54030,054030,Montefalco,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,54,0,54,54031,054031,Monteleone di Spoleto,,0,Perugia,-,Perugia,PG,Provincia,Umbria,Centro
3,10,55,0,55,55009,055009,Castel Giorgio,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55010,055010,Castel Viscardo,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55011,055011,Fabro,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55012,055012,Ferentillo,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55013,055013,Ficulle,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55014,055014,Giove,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55015,055015,Guardea,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55016,055016,Lugnano in Teverina,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55017,055017,Montecastrilli,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55018,055018,Montecchio,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55019,055019,Montefranco,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55020,055020,Montegabbione,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55021,055021,Monteleone d'Orvieto,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55022,055022,Narni,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55023,055023,Orvieto,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55024,055024,Otricoli,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55025,055025,Parrano,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55026,055026,Penna in Teverina,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
3,10,55,0,55,55027,055027,Polino,,0,Terni,-,Terni,TR,Provincia,Umbria,Centro
2,6,30,0,30,30131,030131,Venzone,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,30,0,30,30132,030132,Verzegnis,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,30,0,30,30133,030133,Villa Santina,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,30,0,30,30135,030135,Visco,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,30,0,30,30136,030136,Zuglio,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,30,0,30,30137,030137,Forgaria nel Friuli,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,30,0,30,30138,030138,Campolongo Tapogliano,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,30,0,30,30188,030188,Rivignano Teor,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,30,0,30,30189,030189,Sappada,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,30,0,30,30190,030190,Fiumicello Villa Vicentina,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,30,0,30,30191,030191,Treppo Ligosullo,,0,Udine,-,Udine,UD,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,31,0,31,31001,031001,Capriva del Friuli,,0,Gorizia,-,Gorizia,GO,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,31,0,31,31002,031002,Cormons,,0,Gorizia,-,Gorizia,GO,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,31,0,31,31003,031003,Doberdò del Lago,Doberdob,0,Gorizia,-,Gorizia,GO,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,31,0,31,31004,031004,Dolegna del Collio,,0,Gorizia,-,Gorizia,GO,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,31,0,31,31005,031005,Farra d'Isonzo,,0,Gorizia,-,Gorizia,GO,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,31,0,31,31006,031006,Fogliano Redipuglia,,0,Gorizia,-,Gorizia,GO,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
2,6,31,0,31,31007,031007,Gorizia,,1,Gorizia,-,Gorizia,GO,Unità non amministrativa,Friuli Venezia Giulia,Nord-Est
